Temperature,Humidity,Rainfall_1h,Rainfall_3h,pH,Clay_Content,Sand_Content,Silt_Content,CEC,Crop
40.06,143.111,143.96,93.75,6.58,46.52,185.21,56.79,28.73,Papaya
90.22,22.304,81.04,13.66,0.35,25.11,26.69,22.28,89.89,Cabbage
81.86,116.29,31.55,51.59,1.53,164.1,137.98,143.27,31.57,Sesame
31.33,165.709,53.88,164.58,2.53,127.23,104.35,8.13,2.32,Sesame
60.41,131.508,84.84,39.53,8.37,150.92,179.53,147.73,23.85,Pistachio
35.73,157.14,50.12,194.61,9.98,34.89,199.36,33.95,87.68,Carrot
3.69,138.564,169.7,5.28,3.82,95.37,63.41,45.89,57.28,Ginger
42.7,198.81,151.42,130.67,3.35,192.85,160.01,59.14,70.27,Orange
45.46,139.473,108.0,4.0,6.41,166.37,7.99,50.28,99.93,Coconut
0.21,106.126,15.37,1.14,2.47,192.89,55.34,83.88,38.99,Chickpea
75.12,85.982,56.29,8.39,5.29,83.73,72.78,6.07,0.05,Tomato
85.09,127.38,192.91,164.03,9.83,198.15,155.95,55.05,27.11,Pearl Millet
32.96,145.035,171.44,171.15,7.5,80.14,197.35,163.83,15.11,Cotton
5.56,100.771,91.16,45.77,5.01,118.29,136.33,193.15,92.71,Barley
41.71,198.968,109.71,189.72,3.6,4.55,48.37,135.32,86.74,Papaya
3.84,197.547,100.31,148.76,4.16,6.01,180.81,35.67,2.08,Sesame
31.1,166.544,124.27,102.92,0.64,128.92,47.48,4.48,13.54,Carrot
8.13,61.385,114.71,57.06,1.61,109.89,42.91,118.63,4.19,Pearl Millet
43.34,28.53,112.69,26.97,7.01,195.39,130.63,28.06,8.83,Ginger
87.07,43.13,92.98,141.92,2.62,16.75,155.54,55.24,93.58,Pistachio
43.77,158.999,23.95,183.22,2.52,151.12,172.43,77.31,6.06,Mango
9.6,100.146,170.71,113.24,4.85,23.15,74.99,123.33,98.07,Mango
79.5,182.513,162.37,17.14,3.0,46.64,153.97,80.24,45.14,Cotton
85.66,182.697,187.74,106.34,2.46,83.49,21.53,7.51,25.24,Papaya
36.8,156.314,180.28,137.95,0.39,92.99,50.86,41.61,39.91,Barley
36.79,144.491,113.12,196.06,2.72,17.07,42.55,194.3,17.42,Ginger
74.01,87.674,34.76,190.74,2.55,128.46,196.87,81.38,4.81,Sesame
4.99,170.053,84.26,40.21,8.8,197.9,150.95,109.46,59.89,Pistachio
25.44,93.15,179.03,30.59,8.13,65.66,180.82,187.83,11.89,Cabbage
93.39,122.166,31.71,106.95,5.08,3.18,81.79,185.63,12.89,Orange
23.93,155.099,31.51,125.93,2.96,58.41,190.03,16.59,40.85,Sesame
84.16,43.835,166.54,166.83,9.69,90.8,78.15,15.36,32.52,Cabbage
24.14,158.376,190.13,14.77,8.7,95.01,178.99,155.52,38.34,Tomato
0.64,85.507,51.54,103.04,8.2,88.69,169.12,26.6,60.8,Cotton
81.58,87.967,186.4,108.92,4.1,94.03,145.44,14.42,4.31,Cotton
87.55,68.018,148.87,50.02,9.86,126.17,7.27,37.55,2.31,Mango
2.06,73.965,106.59,7.82,7.51,189.76,63.0,25.77,64.64,Bamboo
50.24,174.694,58.17,143.97,5.16,149.48,80.73,15.94,54.45,Rye
57.25,56.885,17.28,127.65,0.84,66.83,177.61,89.56,39.44,Carrot
30.71,88.737,74.49,60.76,2.99,132.4,103.21,69.64,97.79,Barley
58.85,15.554,53.82,125.84,5.12,103.57,97.67,65.31,21.12,Rye
85.87,187.332,103.04,9.0,8.57,65.93,122.77,62.0,32.1,Onion
40.68,2.771,179.14,40.63,7.44,12.31,75.45,136.66,89.74,Mango
73.46,42.406,169.71,146.3,5.34,46.67,159.53,71.06,53.5,Bamboo
82.61,44.674,150.42,34.85,4.1,136.95,8.13,57.38,44.78,Carrot
44.22,81.707,107.22,57.86,8.24,61.56,93.88,22.27,88.68,Rye
40.62,62.804,124.83,57.76,4.47,152.63,107.53,130.05,68.69,Cabbage
55.49,60.889,78.15,24.19,5.42,184.85,37.77,76.51,0.86,Bamboo
80.05,164.887,154.82,25.4,4.7,89.05,91.71,173.89,79.27,Papaya
80.87,186.249,68.35,100.74,2.24,36.69,99.19,47.66,56.18,Chickpea
53.43,63.866,152.04,150.34,0.68,37.75,28.56,183.21,22.55,Cabbage
90.92,8.477,100.31,86.91,8.59,162.67,108.59,157.26,71.2,Tomato
27.87,36.07,5.6,190.62,9.75,198.12,32.93,156.37,47.98,Pearl Millet
67.02,39.452,127.86,193.74,0.63,177.53,152.49,113.49,47.74,Tomato
53.67,86.475,148.53,118.3,4.44,105.39,165.46,73.55,88.97,Barley
12.44,143.891,0.02,47.24,2.93,127.7,51.44,173.17,13.35,Bamboo
45.35,98.631,122.25,57.05,9.91,115.89,159.34,195.36,52.41,Pearl Millet
26.04,81.998,50.21,138.66,4.93,118.29,139.04,23.34,82.92,Coconut
82.87,67.426,188.24,146.06,0.31,30.79,22.55,94.62,60.81,Sesame
13.48,67.232,151.38,123.42,7.6,62.46,16.5,16.36,17.03,Bamboo
60.7,184.708,119.32,36.46,1.32,172.11,23.03,147.51,89.22,Pistachio
59.38,193.217,96.82,145.56,6.96,16.1,1.36,86.18,99.89,Pearl Millet
23.05,115.503,152.76,59.43,2.49,44.58,142.0,67.77,49.07,Onion
51.84,162.024,68.66,8.66,8.47,1.45,129.62,50.42,95.75,Pearl Millet
10.67,74.75,166.12,174.48,5.49,94.78,70.36,185.87,54.8,Papaya
90.64,167.518,132.12,93.87,1.76,110.03,105.36,106.06,80.72,Chickpea
40.82,178.433,29.69,67.08,8.26,60.03,132.5,177.68,56.39,Barley
34.13,16.284,89.89,2.0,1.97,181.51,34.55,147.47,29.37,Orange
32.66,71.166,146.54,187.5,4.42,61.27,173.38,44.51,65.47,Chickpea
86.61,5.815,48.31,15.46,8.59,36.65,70.6,88.39,95.71,Cotton
34.16,161.152,130.07,168.81,0.39,62.92,110.93,137.74,55.61,Cabbage
15.24,19.089,182.89,115.13,9.81,106.41,3.72,105.22,68.52,Pistachio
34.58,3.345,21.94,122.28,7.6,196.93,135.79,118.55,41.39,Sesame
3.57,11.299,21.3,163.94,5.99,121.31,188.11,23.92,0.17,Tomato
55.87,131.75,46.77,60.09,0.23,170.44,163.73,90.39,1.86,Cotton
68.64,65.948,80.03,156.61,1.38,40.54,42.28,76.71,94.14,Sesame
20.88,25.519,2.11,173.73,2.93,148.23,142.77,154.35,65.41,Papaya
20.26,16.872,39.67,6.0,3.42,76.92,185.47,61.49,38.36,Onion
16.53,73.244,167.45,173.12,3.97,118.9,173.54,105.79,31.96,Onion
93.9,18.894,191.31,131.08,4.23,157.19,157.43,3.3,86.62,Cabbage
48.65,4.881,11.38,137.36,8.51,178.17,143.81,125.83,63.6,Orange
61.92,42.104,150.9,165.16,7.34,82.1,73.58,46.35,84.23,Ginger
6.32,61.507,98.3,97.52,8.7,68.06,174.45,121.03,21.03,Pearl Millet
34.66,171.407,95.67,50.22,6.38,83.19,14.62,7.43,8.86,Coconut
86.85,171.289,195.65,186.51,9.25,88.43,111.25,73.19,33.16,Barley
62.95,8.343,10.07,69.96,4.72,60.43,32.62,46.44,29.72,Tomato
95.57,36.337,92.78,4.03,0.63,55.42,112.56,124.51,41.94,Barley
68.63,140.271,107.49,169.91,8.42,91.6,188.88,58.21,47.71,Onion
12.07,40.484,162.13,71.39,1.64,131.74,177.27,117.68,47.61,Tomato
17.5,70.326,142.27,18.28,2.58,59.13,33.03,130.27,63.15,Cabbage
13.15,182.076,5.21,92.06,9.46,35.55,162.8,132.28,71.58,Mango
19.5,172.466,37.37,194.4,7.3,146.83,192.0,31.13,95.75,Mango
52.82,154.024,154.52,133.92,9.34,110.03,152.45,89.73,41.6,Carrot
65.39,83.042,195.83,6.23,0.04,191.82,151.97,13.06,5.28,Bamboo
51.88,146.564,138.87,186.01,1.46,182.73,76.91,186.86,29.47,Sesame
36.79,34.62,138.86,183.83,9.12,190.49,135.2,63.11,86.18,Sesame
9.23,162.688,169.24,155.06,1.21,79.58,86.55,151.66,2.59,Papaya
89.78,77.105,104.86,20.44,0.43,68.59,143.05,33.57,84.66,Bamboo
71.73,117.989,24.97,174.8,0.75,33.28,112.72,78.1,93.71,Orange
67.61,65.228,18.7,104.46,7.0,146.43,122.07,174.24,42.24,Carrot
70.21,113.54,125.85,156.21,3.54,103.03,137.11,192.47,21.44,Pearl Millet
10.54,157.853,165.86,151.26,5.39,138.72,190.94,51.96,78.34,Onion
92.62,171.84,160.0,32.66,0.59,177.52,198.3,128.76,85.3,Cotton
16.91,146.899,99.81,44.52,4.93,38.46,96.45,41.93,76.08,Cabbage
70.65,89.516,113.87,163.32,2.01,64.84,22.07,57.67,15.85,Tomato
70.83,98.104,23.97,77.68,9.35,23.54,152.88,8.81,13.12,Rye
47.45,196.113,25.63,121.29,5.19,57.53,128.34,12.16,11.29,Tomato
22.42,27.639,192.93,85.61,5.33,67.76,186.94,64.92,75.2,Orange
82.25,50.879,85.47,196.15,2.44,180.63,86.56,73.99,33.05,Pearl Millet
7.48,123.039,199.89,196.5,2.96,140.47,188.48,199.35,7.03,Onion
16.0,129.748,79.9,176.91,4.66,15.8,188.63,139.11,17.19,Chickpea
72.38,150.677,190.43,138.21,0.83,78.67,68.77,171.64,0.46,Pistachio
86.48,76.069,169.05,184.72,2.99,143.01,195.45,14.21,46.39,Orange
69.31,138.174,196.9,67.86,9.57,70.24,161.27,136.25,14.72,Cabbage
80.55,126.368,84.29,63.04,1.65,153.71,93.61,58.54,76.0,Mango
38.19,176.842,37.68,188.75,5.9,144.19,110.79,115.11,16.35,Mango
83.67,49.758,81.91,101.17,3.69,109.1,75.21,9.22,11.18,Tomato
93.47,71.922,55.17,47.38,3.86,108.14,114.07,60.97,75.78,Barley
91.57,106.037,113.01,185.06,3.32,121.67,81.03,72.51,46.75,Coconut
46.38,61.405,88.05,156.73,9.88,37.82,142.33,139.94,3.75,Cotton
33.37,180.454,186.23,23.37,5.05,94.49,28.76,131.98,38.53,Rye
67.26,108.294,145.89,95.01,8.68,42.84,172.73,178.05,88.81,Sesame
99.08,68.02,46.28,185.87,8.5,133.04,163.88,45.33,12.3,Onion
62.56,108.323,177.18,7.76,9.87,77.89,186.47,157.95,45.35,Coconut
37.07,116.362,145.79,107.32,0.44,194.8,128.1,175.56,37.1,Sesame
82.61,92.594,15.13,75.02,6.59,178.48,4.03,199.7,18.95,Ginger
43.87,89.52,99.46,107.77,2.43,18.33,189.8,147.81,89.48,Onion
94.95,96.862,131.92,100.46,5.78,104.63,115.11,193.29,74.54,Barley
89.07,33.951,178.44,190.18,1.01,82.11,42.41,49.08,42.56,Rye
38.36,187.915,66.51,88.72,1.07,54.72,83.75,187.54,93.81,Coconut
6.98,95.466,2.42,17.52,2.01,116.68,52.93,115.13,55.13,Chickpea
66.38,74.064,156.7,83.96,1.73,90.04,70.05,42.58,82.44,Tomato
93.2,27.233,38.54,121.7,0.92,53.74,116.57,148.34,32.41,Orange
39.79,1.303,154.14,15.06,2.09,178.12,124.45,51.49,49.76,Rye
31.22,98.333,134.26,9.25,9.04,117.52,175.67,11.63,6.54,Onion
96.85,132.27,163.63,104.67,3.73,52.44,82.44,126.85,52.08,Mango
88.64,66.094,46.8,52.78,4.09,194.05,7.2,20.37,20.78,Chickpea
70.04,19.025,64.06,53.68,6.02,102.26,46.3,95.57,23.06,Carrot
25.77,68.91,20.56,127.92,5.41,80.44,118.42,167.21,90.13,Ginger
30.69,157.979,159.88,31.15,0.44,88.42,18.78,70.84,79.18,Bamboo
60.95,170.838,40.0,22.75,3.79,23.75,41.96,123.06,36.36,Papaya
67.79,56.487,147.28,128.62,1.44,91.81,148.05,178.76,46.12,Barley
5.63,98.029,4.82,197.62,4.65,147.93,44.53,138.55,86.72,Orange
28.19,8.351,85.15,43.03,4.17,188.12,141.33,112.17,73.92,Coconut
7.38,135.879,19.69,92.73,5.42,149.29,81.04,6.46,75.72,Cotton
70.34,92.832,113.82,16.82,0.61,30.27,154.51,136.92,62.76,Cotton
74.4,188.497,196.07,180.91,1.94,26.73,87.38,21.47,7.56,Ginger
27.88,124.662,75.4,188.31,9.92,33.1,105.7,80.3,34.92,Carrot
39.29,190.423,123.26,136.96,7.1,96.11,128.13,14.78,36.89,Mango
91.48,99.736,161.93,140.97,7.11,107.69,116.09,39.56,65.84,Onion
39.48,81.712,90.81,19.62,3.31,13.36,103.59,124.63,46.15,Ginger
31.88,189.236,154.69,113.01,2.98,40.86,176.84,167.6,28.56,Pearl Millet
46.86,177.59,168.64,108.5,2.58,19.06,20.58,114.37,26.99,Carrot
71.2,42.508,146.22,12.55,4.47,182.91,98.81,184.63,79.2,Chickpea
12.86,188.469,27.55,56.69,2.52,44.15,103.86,54.98,56.95,Sesame
52.61,59.673,56.81,145.21,2.37,149.21,119.23,134.99,46.33,Cotton
68.75,173.234,11.6,92.98,0.01,82.73,198.25,99.42,13.97,Pearl Millet
39.8,167.658,33.6,36.43,6.19,92.73,178.63,166.05,68.96,Rye
82.28,22.647,1.14,153.92,0.88,173.3,118.56,197.89,4.3,Sesame
53.81,86.895,99.69,180.91,7.0,23.71,55.92,129.6,47.61,Bamboo
89.28,133.249,174.86,83.76,2.48,1.3,165.96,197.74,99.68,Rye
87.41,4.763,135.32,173.39,9.92,67.63,184.65,145.91,3.4,Mango
45.19,125.061,57.17,13.91,3.54,182.74,142.93,161.17,3.85,Cabbage
52.49,51.14,29.94,172.95,7.37,80.07,136.01,0.94,31.6,Pearl Millet
82.35,80.514,150.8,101.83,8.02,15.2,60.09,187.99,58.66,Mango
9.53,53.788,62.71,96.77,5.47,24.68,140.06,97.68,65.88,Carrot
96.9,173.801,32.99,186.67,3.77,100.06,41.68,186.51,26.52,Mango
56.21,93.812,83.2,186.67,1.88,61.19,192.96,0.75,55.13,Cotton
26.66,110.587,14.97,69.79,6.26,106.77,135.25,166.09,23.72,Pearl Millet
5.2,154.332,133.87,177.54,3.64,41.93,198.86,60.23,55.68,Mango
77.11,198.802,46.57,42.0,9.23,83.93,133.19,157.57,21.53,Cabbage
96.97,69.495,106.42,168.76,5.9,122.79,155.03,37.79,34.27,Pearl Millet
52.05,146.628,118.98,193.27,2.74,131.71,121.22,156.58,22.83,Onion
77.55,83.083,162.17,14.96,3.52,75.36,150.73,197.11,59.65,Coconut
36.14,48.405,123.69,61.78,5.32,105.58,92.2,74.88,39.49,Cabbage
7.27,197.374,102.15,8.55,7.6,1.35,5.23,73.34,73.67,Onion
6.6,181.302,15.47,78.26,2.42,71.77,56.72,72.93,13.27,Orange
56.71,35.604,118.37,80.54,9.66,47.97,15.88,4.86,59.59,Orange
65.64,60.916,46.06,192.15,8.29,23.1,142.29,29.89,57.36,Mango
68.45,77.43,2.25,71.66,2.35,18.88,181.42,181.45,55.55,Rye
93.23,73.187,64.35,80.77,5.56,93.09,180.21,44.06,25.86,Papaya
12.89,149.341,4.51,197.35,2.24,34.48,86.09,30.08,47.19,Tomato
28.0,70.336,11.52,100.53,2.22,74.95,130.01,161.5,78.35,Barley
92.21,168.256,75.65,181.02,4.13,49.75,44.0,25.56,64.37,Cotton
58.89,95.545,107.95,112.77,7.37,150.04,34.92,83.09,96.28,Cabbage
12.88,3.431,195.43,3.5,9.55,117.55,143.08,79.2,96.9,Chickpea
56.97,106.595,143.23,197.52,5.93,51.82,165.6,184.86,12.85,Orange
1.12,57.531,130.28,198.1,1.13,43.65,120.27,98.96,99.12,Cotton
3.32,138.159,125.37,128.53,6.63,86.49,106.95,27.8,49.88,Sesame
82.23,60.188,46.26,185.72,3.72,137.92,98.74,38.83,52.51,Barley
68.45,141.671,75.0,70.69,1.53,67.02,141.26,14.65,46.01,Orange
39.04,107.449,23.14,85.23,1.16,2.76,134.67,123.38,67.53,Pistachio
85.96,14.618,185.14,155.04,2.99,57.48,66.64,109.76,3.31,Ginger
28.24,178.704,37.26,145.42,6.15,132.91,77.6,10.71,44.56,Sesame
3.6,151.058,75.4,67.18,3.71,99.25,59.27,122.32,36.3,Bamboo
69.47,195.809,21.9,190.24,4.39,27.88,193.76,161.36,75.06,Tomato
11.22,187.863,60.09,42.11,4.46,20.31,166.24,106.94,79.83,Coconut
18.77,7.093,14.17,185.4,7.06,97.95,116.42,99.34,48.7,Tomato
17.67,185.084,147.01,37.4,2.06,164.35,168.13,198.96,7.88,Pistachio
51.28,153.168,11.95,14.72,5.63,17.18,147.83,71.32,20.24,Rye
98.78,16.311,42.55,19.36,3.17,125.39,68.83,88.11,6.81,Chickpea
55.2,52.762,110.06,63.51,0.07,111.47,81.92,167.72,80.77,Pearl Millet
48.4,170.653,168.78,56.72,2.09,88.42,128.84,154.97,15.37,Chickpea
64.43,47.054,31.16,90.29,3.57,81.68,46.76,120.93,60.58,Orange
82.67,94.303,11.28,46.73,7.71,63.68,6.84,186.69,32.43,Chickpea
29.7,17.172,68.07,161.86,2.09,71.27,57.59,188.27,55.38,Pearl Millet
92.92,10.448,159.69,195.08,1.36,187.87,119.2,122.76,73.86,Cabbage
17.46,156.68,36.96,50.02,1.49,143.35,0.79,19.79,14.96,Ginger
60.24,144.896,143.84,157.66,6.24,186.83,141.76,51.03,59.11,Ginger
34.98,187.6,107.6,52.6,7.74,178.71,152.09,78.72,2.73,Tomato
71.84,188.062,21.08,188.65,3.34,95.59,151.91,148.82,91.95,Rye
93.82,135.912,81.73,162.13,7.07,130.6,87.99,36.87,40.37,Papaya
89.69,192.194,60.58,120.95,8.58,61.32,94.87,133.02,95.16,Mango
24.25,86.69,131.17,50.68,8.91,100.73,97.7,4.87,21.74,Chickpea
80.37,64.739,157.68,103.15,0.03,114.03,184.97,104.37,81.15,Cotton
35.27,165.199,130.49,152.42,4.32,41.98,93.91,172.23,82.21,Ginger
15.03,169.747,51.69,133.07,1.27,22.85,67.97,178.2,89.1,Cotton
7.72,72.691,16.99,187.91,6.39,164.86,82.45,108.02,99.48,Tomato
41.43,65.964,145.98,31.2,9.96,19.24,45.37,132.26,47.8,Pearl Millet
99.66,131.922,159.6,2.33,2.13,152.34,156.51,199.34,87.9,Pistachio
63.29,196.092,74.27,84.3,5.73,94.62,29.88,88.59,40.11,Cabbage
47.2,174.92,180.18,83.36,8.54,196.63,94.93,28.13,79.11,Mango
38.54,196.633,107.31,29.64,7.26,194.62,103.23,150.18,27.11,Papaya
3.88,83.159,56.32,135.53,8.13,113.24,115.52,113.29,60.75,Pistachio
56.69,175.444,8.62,3.72,6.37,52.01,165.5,135.59,85.86,Carrot
31.02,174.128,46.35,64.07,4.06,38.56,169.55,40.1,11.46,Cotton
50.21,108.61,67.29,47.17,2.89,46.45,22.87,75.06,15.48,Carrot
56.99,190.261,8.94,148.37,1.75,130.47,103.5,89.66,53.96,Ginger
56.72,30.306,136.63,48.6,9.3,155.78,44.58,104.72,82.58,Orange
72.56,32.946,30.6,119.86,5.54,134.58,167.05,50.69,76.61,Pearl Millet
37.78,142.646,48.9,187.8,1.76,31.03,64.75,90.83,86.58,Chickpea
42.75,40.512,24.06,166.36,1.69,61.33,55.31,141.71,44.08,Pistachio
31.52,39.434,16.68,35.89,0.64,193.59,126.43,115.87,99.31,Rye
36.34,139.624,5.45,161.3,0.67,172.6,101.59,191.85,27.92,Chickpea
67.25,7.743,6.75,177.89,3.95,103.69,76.35,75.3,46.03,Bamboo
10.67,169.365,58.17,146.25,9.31,54.45,99.81,196.28,3.66,Ginger
89.31,162.112,69.27,194.4,4.69,50.56,2.21,53.01,45.82,Coconut
45.8,39.291,8.9,49.14,0.68,10.77,13.11,98.92,96.86,Papaya
93.97,77.719,194.63,174.22,1.08,87.52,115.06,45.92,16.86,Pistachio
90.12,156.389,104.43,170.25,2.95,26.28,195.7,101.69,52.69,Barley
35.45,35.147,136.66,177.31,9.78,118.06,48.04,185.93,75.31,Barley
35.63,190.046,94.37,62.16,6.81,127.33,193.75,105.57,89.07,Coconut
4.67,163.133,162.97,65.23,4.89,0.83,46.11,102.47,26.87,Carrot
12.34,67.849,121.78,169.51,2.04,17.94,69.71,158.99,85.14,Carrot
29.46,94.153,166.2,27.82,6.7,182.99,36.13,24.57,7.01,Bamboo
66.16,137.17,46.02,51.47,4.17,181.65,57.04,25.69,48.88,Coconut
80.73,185.152,147.63,81.61,4.74,157.5,50.25,79.39,17.97,Barley
49.39,133.362,36.38,140.59,1.87,197.28,159.2,4.33,86.46,Chickpea
70.57,171.483,156.2,3.32,6.16,157.85,20.06,172.22,57.83,Pistachio
44.51,166.529,103.96,56.08,8.8,151.5,69.96,139.34,77.58,Chickpea
29.04,11.771,107.23,59.73,8.91,141.35,130.64,17.58,43.5,Onion
39.87,9.362,87.71,180.54,5.34,145.71,14.08,143.36,75.46,Pistachio
30.99,108.747,125.69,130.78,9.16,190.39,30.5,149.12,38.78,Pearl Millet
23.07,167.447,28.22,62.93,8.27,85.85,160.21,136.98,87.51,Cotton
97.73,54.309,57.39,54.51,6.68,114.49,143.91,116.29,10.8,Orange
90.34,91.803,12.44,139.24,3.53,154.51,191.02,66.6,57.8,Coconut
46.46,190.878,150.69,37.75,3.95,10.89,170.56,46.45,40.43,Chickpea
70.06,19.443,187.46,6.63,6.35,173.06,21.67,55.97,79.4,Sesame
72.58,74.563,129.32,144.72,8.34,129.89,64.38,14.41,96.65,Tomato
63.55,184.023,20.77,137.06,2.37,120.0,23.08,2.14,12.41,Carrot
14.08,17.998,138.57,181.94,3.37,142.9,91.76,55.12,86.29,Carrot
23.68,2.351,21.67,142.17,6.29,78.59,54.19,1.01,47.81,Rye
20.04,21.142,56.13,89.17,4.96,15.54,77.63,192.03,26.62,Rye
85.92,150.129,188.17,62.78,3.07,3.62,143.39,93.35,74.35,Orange
25.33,118.84,193.31,112.47,3.78,151.85,20.0,199.22,34.8,Cotton
37.02,26.841,65.94,125.31,3.45,30.81,176.4,45.15,80.52,Sesame
49.82,42.661,103.4,137.25,7.74,193.87,173.97,21.34,36.48,Mango
60.96,198.254,179.72,140.57,8.55,15.82,4.12,20.14,60.56,Cotton
60.39,129.144,94.52,188.5,2.3,35.62,168.7,110.31,55.44,Barley
69.97,62.741,140.58,11.13,8.42,145.67,106.58,125.68,42.75,Carrot
39.43,34.671,28.01,10.82,1.85,191.64,197.78,181.85,71.69,Cabbage
66.7,29.542,86.05,2.68,4.89,121.0,68.43,181.07,96.5,Cotton
26.18,159.407,90.83,118.05,2.07,38.96,182.97,6.74,57.83,Onion
13.57,30.421,8.44,10.1,3.57,99.39,91.16,178.76,3.82,Orange
54.49,95.372,70.35,5.31,1.64,146.01,49.07,104.91,39.4,Bamboo
28.07,35.588,146.51,124.84,6.67,157.3,61.07,83.11,85.24,Cabbage
14.92,160.035,130.17,16.49,6.2,139.97,130.44,72.34,75.24,Rye
27.72,15.649,178.3,90.27,6.95,104.17,154.51,100.57,1.09,Barley
64.93,125.571,3.61,130.47,3.4,40.41,102.92,10.74,84.59,Papaya
15.05,182.523,175.45,60.13,3.94,27.31,173.66,109.83,28.53,Cabbage
77.43,143.209,111.32,33.29,8.51,98.67,78.25,173.49,57.26,Tomato
97.05,74.302,12.83,81.9,8.12,132.21,126.86,188.41,41.78,Rye
93.12,144.577,174.41,19.09,6.3,172.65,150.84,4.84,6.92,Pearl Millet
84.2,28.268,175.4,131.54,9.17,7.29,144.83,167.82,48.62,Tomato
90.83,125.722,46.34,165.02,2.81,15.01,114.86,26.69,90.43,Rye
99.82,6.277,34.77,178.34,4.65,30.73,104.55,155.81,10.97,Orange
67.92,5.902,12.09,138.01,2.72,121.39,71.64,115.67,10.99,Cabbage
33.18,10.786,26.94,5.37,1.42,149.91,63.14,26.79,9.39,Sesame
75.09,118.897,93.29,69.16,7.23,32.39,119.65,72.56,84.56,Chickpea
14.85,26.595,44.01,93.48,0.87,79.55,135.69,183.42,9.12,Mango
12.61,52.45,122.83,24.44,8.98,13.36,115.59,74.27,89.53,Sesame
61.27,191.465,98.94,126.9,0.18,58.41,41.42,74.3,30.26,Carrot
98.96,111.173,132.5,101.5,6.62,163.32,183.49,45.71,47.63,Barley
23.47,59.22,143.06,136.76,6.47,134.16,105.89,89.56,72.17,Ginger
17.65,87.746,7.19,163.48,8.45,68.76,32.25,119.46,43.4,Tomato
58.3,110.142,66.18,165.17,1.89,34.78,65.56,163.52,29.49,Pearl Millet
35.35,111.851,154.55,125.81,0.86,151.85,184.88,90.65,82.53,Cabbage
90.13,14.959,11.86,113.45,5.41,68.65,86.73,18.72,40.72,Chickpea
55.59,11.974,42.34,187.16,8.54,105.42,8.62,12.89,20.48,Barley
37.22,43.46,24.39,80.07,3.34,183.93,135.04,126.38,18.54,Ginger
48.77,198.231,192.14,65.07,0.17,35.55,132.52,10.78,20.2,Chickpea
74.48,190.719,130.13,37.43,2.89,133.37,74.15,69.07,86.52,Tomato
80.4,64.23,139.12,145.26,8.08,128.61,98.08,143.26,99.76,Papaya
47.14,80.025,44.21,193.8,8.5,2.73,32.73,60.55,65.62,Bamboo
95.05,160.86,83.49,179.47,2.97,40.59,148.43,167.85,54.79,Carrot
82.67,70.913,9.78,59.56,4.15,180.39,10.76,152.93,49.03,Cotton
21.08,29.653,44.18,155.5,8.27,173.2,108.74,124.48,42.64,Pearl Millet
90.04,164.352,120.23,179.05,0.81,41.09,152.25,155.4,13.32,Onion
70.26,185.215,133.6,106.25,4.9,110.25,167.23,123.08,82.65,Pistachio
65.0,50.555,183.72,187.05,8.51,80.27,128.77,167.12,51.12,Barley
25.76,25.963,191.07,17.42,0.15,166.72,119.24,150.49,36.45,Mango
39.27,192.752,199.69,52.98,3.11,161.3,112.23,154.08,28.99,Orange
53.23,189.799,11.88,133.85,8.95,147.45,43.8,103.71,1.08,Coconut
71.81,34.17,189.77,95.06,4.18,4.21,97.33,35.46,60.4,Sesame
28.98,34.376,69.93,102.92,2.19,34.0,124.75,198.17,67.19,Barley
20.32,193.223,22.59,96.55,4.09,178.73,48.8,164.0,65.37,Coconut
14.08,194.381,43.88,77.22,1.38,19.69,21.25,1.17,65.74,Rye
70.88,45.131,78.77,178.65,1.33,90.51,125.41,102.31,37.49,Onion
90.07,167.071,161.54,187.39,7.39,82.74,179.82,176.29,76.65,Cotton
13.88,33.363,17.09,69.61,8.85,148.37,52.34,41.28,50.44,Cabbage
21.27,161.912,87.63,138.35,5.47,111.97,43.92,15.9,97.59,Orange
55.16,15.631,137.19,18.12,0.42,44.14,112.71,87.34,52.32,Cotton
79.74,92.204,31.22,188.95,4.04,123.48,152.09,97.04,4.87,Rye
14.71,42.827,129.01,88.63,2.51,15.21,44.63,183.96,6.06,Coconut
96.95,189.305,131.75,128.22,3.7,17.15,136.87,148.08,16.29,Sesame
95.87,104.8,187.12,95.75,4.54,96.74,154.68,169.57,4.36,Onion
43.28,1.082,128.77,46.44,8.13,179.47,184.64,7.49,84.33,Coconut
29.31,99.169,7.46,22.27,2.23,80.74,193.9,166.62,25.52,Coconut
26.26,11.231,155.99,191.41,5.29,35.64,163.38,105.22,16.34,Coconut
98.29,180.585,112.1,169.95,6.01,20.85,140.75,190.99,78.24,Sesame
94.4,11.518,190.43,141.24,7.09,38.54,184.93,13.56,59.13,Orange
26.03,64.38,56.74,103.09,5.94,29.78,1.42,124.64,62.73,Bamboo
25.18,112.762,199.04,199.08,2.23,191.76,197.97,50.69,22.7,Cotton
73.43,166.807,30.36,53.61,2.03,98.12,196.01,41.7,67.81,Mango
3.16,112.418,69.78,40.89,7.66,67.44,99.33,85.73,47.16,Barley
15.94,46.57,70.98,100.44,7.12,125.11,122.79,14.41,7.35,Cabbage
98.82,189.651,24.98,124.48,8.06,31.45,67.29,37.59,67.21,Cabbage
7.69,62.637,0.91,63.21,7.67,192.04,52.69,15.92,97.79,Tomato
31.62,116.314,161.34,82.87,1.0,148.21,138.43,43.44,68.29,Mango
